userName,content,score,at,thumbsUpCount
A Google user,Good Good,2,2018-07-06 03:43:45,0
A Google user,"Bakwaas application ....ask to verify the mobile number but when clicked on 
verify it shows time out even after trying for 100 times",1,2018-07-05 05:26:25,5
A Google user,"Submitted all docs almost 2 weeks ago still receives mail asking to send 
all docs ...really pathetic service ..no proper response after paying 
registration amount",1,2018-07-05 04:23:08,6
A Google user,Update rate is very slow,4,2018-07-04 17:14:08,2
A Google user,Outstanding help to the fresh applicants as well as to tenured individuals,5,2018-07-04 15:34:45,2
A Google user,Fraud,1,2018-07-04 02:07:54,0
A Google user,Nice app. Best app for easy loan. Guys get download it today.,5,2018-07-03 12:46:34,2
A Google user,Its a fraud app. Don't ever try this. They will grab your money,1,2018-07-03 11:17:58,0
A Google user,"excellent....i get my loan last month thank you so much for given the loan 
with easy process....",5,2018-07-03 04:17:19,1
A Google user,"Very Nice app to get your goal with a smaller amount....feel the power of 
compound interest",5,2018-07-02 08:41:28,1
A Google user,Favourable and easy to way get loan.,5,2018-06-30 19:06:34,5
A Google user,Very bad..... They promised me but last time they put their steps back...,1,2018-06-30 05:48:27,1
A Google user,"Waste of time and money fake app once registered shown ur eligible for loan 
make payment of 500 after that loaN cancel no feedback no reason y it's 
cancel nothing I suggest u not to go with this app n waste ur money 500",1,2018-06-29 05:28:27,2
A Google user,"I not even finished my uploading photo documents it's showing me to pay 500 
then how can I pay",1,2018-06-29 02:30:17,8
A Google user,One,5,2018-06-28 17:22:11,0
A Google user,"Eee nakoduku loan ivvakundane 500Rs Dengesadu, chetta Lanja koduku",1,2018-06-28 10:49:07,0
A Google user,Re invest ment offer should be there,5,2018-06-27 11:56:25,0
A Google user,Hopefully service for me..,5,2018-06-27 11:52:42,0
A Google user,"Am still waiting regarding loan process and cheque leaf & NCH mandatory 
filled couriered.. What can I do fast processing need help rich India poor 
peoples",3,2018-06-26 17:50:28,2
A Google user,Very helpful app... For Financial,4,2018-06-25 16:43:19,0
A Google user,"Before loan approval they take 500/- then rejects it. I am confused about 
the fee that they take because no bank or organisation take money before 
approval. Think about it.",1,2018-06-24 10:11:01,3
A Google user,Super,5,2018-06-22 17:04:49,0
A Google user,Very good,5,2018-06-22 05:36:16,0
A Google user,"Wrost app..I installed and delete emmidiatly..they are collected your data 
and sale to other..",1,2018-06-21 10:30:43,0
A Google user,Easy got it,4,2018-06-21 09:37:09,0
A Google user,Good,5,2018-06-21 07:17:13,0
A Google user,Super Good. Iam satisfied,5,2018-06-21 06:34:04,1
A Google user,Fake People,1,2018-06-21 05:39:36,0
A Google user,Good response...I got the said amount with short time..,4,2018-06-20 09:30:53,1
A Google user,Very nice app am very thankful to faircent,5,2018-06-19 09:34:25,1
A Google user,"Fake app please beware first they will charge you for registration and then 
you can do nothing.",1,2018-06-19 07:50:36,0
A Google user,"Fraud app Dont be a fool my first install ment is delayed by six month till 
now...I don't think faircent take any step to recover lenders mo ey....and 
not do e proper investigation of the borrower's..",1,2018-06-19 03:24:55,5
A Google user,Nice,5,2018-06-18 21:01:15,0
A Google user,Frod,5,2018-06-18 16:33:42,0
A Google user,Good,3,2018-06-17 17:50:38,0
A Google user,"Very nice app. People who are giving negative comments should first 
introspect. No bank or financial institution will approve loan if you are 
not eligible for it. Charging registration fee is the only way for apps to 
maintain its integrity or else all Tom,dick and Harry will swarm this app 
and it will crash.",4,2018-06-16 04:16:42,6
A Google user,"Faircent is not a serious player. I have sent several emails and called on 
their customer service for questions for registering as lender. There is no 
revert on email and they hang up call when called on customer service",1,2018-06-14 10:25:28,3
A Google user,"Worst App, haven't mentioned that ₹1000 is the sign-up fees. And now not 
deleting my account. Also no authenticity",1,2018-06-14 06:02:54,3
A Google user,time and money waste i really sad,1,2018-06-13 12:16:27,3
A Google user,Nice app,5,2018-06-13 05:54:15,0
A Google user,Good App on p2p,5,2018-06-13 05:08:33,0
A Google user,Totaly Froud app,1,2018-06-12 13:10:20,0
A Google user,I made the payment through UPI still my application is asking me to pay 500.,3,2018-06-12 12:45:11,2
A Google user,Good app,4,2018-06-12 08:52:06,0
A Google user,"Before paying the registration fee it says your are eligible for loan and 
later the application was cancelled after paying the registration fee and 
uploading documents.",1,2018-06-09 11:36:06,1
A Google user,Good Lending platform,5,2018-06-09 09:31:34,0
A Google user,"Ye fek hai pahle loan mil jayega 500 rs pay karo bolte hai karo 500 pay 
uske call nahi uthate aur WhatsApp ka replay bhi nahi karte total fek 
distortion isme barbaad Na ho pleas",1,2018-06-09 06:29:23,0
A Google user,working fine for me so far,4,2018-06-08 01:39:19,0
A Google user,"Worst app. This app I'm using first time & apply first time loan but they 
are declined & said apply after two months.. My cibil score is 800 above.",1,2018-06-07 12:07:19,0
A Google user,"Very worst app. I applied first time in app for loan but they rejected. My 
cibil score is greater than 750.Don't go for it. Never use",1,2018-06-07 07:25:52,15
A Google user,Good,5,2018-06-07 04:25:21,0
A Google user,Good,5,2018-06-06 10:57:06,0
A Google user,Fake,1,2018-06-06 06:20:26,1
A Google user,"Cannot open the app after installing forget about asking other questions.it 
keep saying no internet",1,2018-06-05 15:56:39,4
A Google user,This is very good app i enjoyed it,5,2018-06-05 12:38:42,1
A Google user,Good company,4,2018-06-02 15:27:43,2
A Google user,Nice app. I had already taken loan,5,2018-06-01 18:51:49,0
A Google user,"Faircent, I uninstalled the app because it started insisting on getting 
access to my Phone and Contacts. In my opinion, your app has no reason to 
access them and I am not comfortable providing to you. You should relook 
into that with your app team.",1,2018-05-30 14:47:58,0
A Google user,JKDHAKER,5,2018-05-30 13:59:14,0
A Google user,"Worst app. They asked to pay 500 before approving loan. I think they are 
cheating the people. Don't go this app",1,2018-05-30 12:12:58,13
A Google user,"Very nice app I get 50,000",5,2018-05-29 07:48:58,2
A Google user,"Veri nice app. Super concepts . I just get loan 30.000/= very useful for me 
. This the digital India.",5,2018-05-28 14:49:04,9
A Google user,"Thankyou for funding me for Rs.2,00,000/- within 15days as promised. You are really helpful in my land purchase. Looking forward to a glorious relation. I'm very grateful for your help and support received. Thankyou Saba",5,2018-05-28 08:56:52,3
A Google user,Not even close to what I expected,2,2018-05-27 19:37:10,8
A Google user,"I downloaded and installed this app but after reading so many negative 
comments from other users....I just decided to delete this all from my 
phone....and give only 1 star",1,2018-05-26 20:07:44,8
A Google user,Happy,3,2018-05-25 13:03:29,0
A Google user,"I advice to all, please Do not register with this company for loan, First 
they will ask 500/- fee then they will reject you Laon with nonsense 
reason, they are making money by registration amount",1,2018-05-24 09:37:14,2
A Google user,How can I delete my account?,1,2018-05-24 02:54:49,0
A Google user,Do all process perfectly You definitely get the loan very nice app,5,2018-05-22 16:05:05,0
A Google user,Awesome,5,2018-05-22 15:23:03,0
A Google user,Very bad experience with this App. Don't try,1,2018-05-22 15:03:57,4
A Google user,"It's a many hidden term's and conditions in this app,they are disclose 
after submission the All documents and very confusing process in this app 
so didn't like this app",1,2018-05-20 04:52:18,3
A Google user,Very bad cheaters,1,2018-05-18 14:42:35,1
A Google user,"They are funkin' scammers. Don't even try to give them documents. They 
misuse it. Fraud business.",1,2018-05-18 08:09:34,0
A Google user,Worst App,1,2018-05-16 19:05:51,0
A Google user,"This People Are Big Scam 1st They Will Ask Us To Pay 500 Rs & Then Will 
Reject Out Application This Are Cheaters Even Though My Cibil Score Is 790 
& Bank Statement Is Very Good They Rejected My Application So Dont Pay 
Money To Them They Wont Refund It & Earning A Good Amount From Us",1,2018-05-16 08:00:35,9
A Google user,New update brings lots of improvement. I got 2.5 lakhs in just 18 days.,5,2018-05-16 06:00:29,3
A Google user,App works good no problem while using it .,5,2018-05-16 05:27:18,0
A Google user,"Loan application cancel why reason no reply no response totally weast 
application",1,2018-05-15 18:47:41,0
A Google user,Nice,5,2018-05-14 11:03:15,0
A Google user,"Too early for review... Stars may change as per service. Rated 4 star coz 
of prompt response from customer service team and they were very 
professional.... Thank you",4,2018-05-12 14:46:16,1
A Google user,Rate fully at a later stage.,5,2018-05-12 06:29:16,1
A Google user,I am happy with faircent,5,2018-05-11 08:05:53,2
A Google user,Great,4,2018-05-09 02:27:47,0
A Google user,Good Job,5,2018-05-09 01:15:33,1
A Google user,Very worst app.. had to block that kind of app..,1,2018-05-08 18:11:26,3
A Google user,"Superb app....i got money in my account directly......slow process but not 
fake....",5,2018-05-04 08:23:48,3
A Google user,It is helpful but service is slow a lil bit,4,2018-05-04 07:09:41,1
A Google user,Don't apply thay collected 500 from people,1,2018-05-04 06:43:20,0
A Google user,Guys try lenden club app...lenden club is much better than this,1,2018-05-03 18:50:00,0
A Google user,Very nice,5,2018-05-03 17:14:03,0
A Google user,Good app,5,2018-05-03 01:41:05,1
A Google user,Good app!,5,2018-05-02 12:48:20,1
A Google user,"Dear All Money stealing App ! There are so many best app and services in 
the market go there . Data is stealing this app , actually I have noticed 
serval times so now Going to give complain regarding this type of company's.",1,2018-04-29 00:14:34,0
A Google user,Nice app,5,2018-04-27 17:22:49,1
A Google user,V.good & fast service,5,2018-04-27 12:11:43,0
A Google user,"Very poor...do not waste your time....not responding for mobile no. 
Verification...when we try for that its time out immediate...poor 
poor...poor...",1,2018-04-26 16:18:15,13
A Google user,Nice,5,2018-04-26 15:57:50,1
A Google user,"This is a worst app and I applied for a loan on this app n they said that I 
have a approved loan of 50,000 and they asked me to pay the amt of 500 to 
process further and after the payment without any kind of notification or 
any kind of msg they simple say your loan got rejected after all if I call 
them after 5days. This is a fake app they simple wanted to collect the 500 
that's they don't even have minimum sense to inform us on this.",1,2018-04-26 08:21:15,21
A Google user,"When ever i try to enter my email it automatically vanishes upon entering 
DOT(.)",1,2018-04-26 05:55:31,4
A Google user,"I am trying to create my account, but when I'm entering my contact number 
and trying to verify it it's giving me an error ""connection timeout pls try 
again"". Getting frustrated now.",1,2018-04-25 05:39:23,20
A Google user,"Worst service pls don't apply through it totally waste of your time and 
faith",1,2018-04-24 14:25:17,1
A Google user,Great app..,5,2018-04-23 19:17:06,0
A Google user,Good first attempt but needs a lot of refinement,3,2018-04-23 17:09:36,1
A Google user,"Good response from team, Loan amount not funded yet.",3,2018-04-21 14:24:06,0
A Google user,"User interface or login screen does not accept email., hope faircent will 
improve it.",1,2018-04-21 01:46:05,2
A Google user,V nice and fast financial services,5,2018-04-20 18:24:01,1
A Google user,Very easy to handle and do our investment.,5,2018-04-19 10:25:41,0
A Google user,Good,4,2018-04-19 09:58:23,0
A Google user,The best,5,2018-04-19 06:46:39,1
A Google user,Nice,5,2018-04-18 10:33:22,0
A Google user,It's beginning,3,2018-04-17 05:15:34,0
A Google user,Fantastic,5,2018-04-14 10:32:36,0
A Google user,Very fast approval and very easy to loan take and helpdesk also average and very fast and thank you for,5,2018-04-12 16:24:17,0
A Google user,It's a waste and worst app. Frst dey vl tel loan is approved . And latee dey won't find the amount. And I have submitted all my proper documents . Though dey dnt fund it till now. Now simply dey are tlng if fund dnt get 100%ur loan vl be regected. Boss after submitting proper documents also u ppl do like this means how . Seriously . Waste its just fraud ppl.and fraud app to just collect money. As many ppl mentioned. I'm Mr at all happy wit dis,1,2018-04-12 03:35:45,12
A Google user,Nice,5,2018-04-11 16:01:52,0
A Google user,Struggling to recover my loans baci,2,2018-04-10 15:04:46,0
A Google user,It's a great app o have received 70000 rs thanks faircent team.,5,2018-04-09 12:58:11,0
A Google user,Let's see howmuch honnest this app,4,2018-04-09 10:23:58,0
A Google user,"Really good app i got 50000 loan, thank you faircent",5,2018-04-08 05:33:06,0
A Google user,"I have applyed for last 2 weeks back first of all they called me given offer 376000 after that they issued 50000 thousand, I saw in the app and which is i signed faircent document they mentioned 4438 EMI But in the app 3348. I think their work is not good. Don't be fool don't hopes like this apps team works ........ I am very disappointed",1,2018-04-08 00:34:40,5
A Google user,Pathetic,1,2018-04-06 19:31:15,1
A Google user,Good,5,2018-04-06 16:03:50,0
A Google user,"If you don't provide loans to under 25 age people, you need to mention it before charging them 500 .",1,2018-04-06 14:26:48,2
A Google user,Good application,5,2018-04-06 05:31:23,1
A Google user,Thieves... First they say u r eligible and take 500 processing fees. Later they will reject your application without giving any reason.,1,2018-04-04 13:31:22,0
A Google user,Very good service by faircent,5,2018-04-04 08:51:16,1
A Google user,They helped in emergency situations.. But you have to allow some time to them.,5,2018-04-04 07:52:33,1
A Google user,Documents will not uploading  & worst app don't waste your time,1,2018-04-03 09:59:25,0
A Google user,Very good service thnks faircent  but intrest rate very high so pls intrest rate low thank you,4,2018-04-03 09:05:21,2
A Google user,They are fraud. I got a call and informed that you will have to register to get the loan I said fine. Soon after that I received a msg stating loan approval and then they called me to make some payments. I said fine. How do I pay? The response was pathetic. A lady said you did not ask this in my previous call why are you asking me now ? She started shouting. Boss be smart stay away from this kind of people. Because they will surely make money no matter you get a loan or not.,1,2018-04-02 08:31:11,0
A Google user,Fake app.. They are thieves.. Ate my 13000 Rupees... Do not invest in the cheater app...,1,2018-04-01 03:48:42,2
A Google user,Froud company registration fee lene ke baad loan reject kr diya registration amount vapas bhi nhi dont download this app waste ur time,1,2018-03-31 08:35:07,8
A Google user,Please send me your lone detail information.,5,2018-03-30 18:53:13,0
A Google user,Good,3,2018-03-30 12:29:48,0
A Google user,Very time taken system for borrower .,1,2018-03-30 11:00:32,0
A Google user,"If your profile is strong enough, it doesnt even take a week's time to get 100% funded. The best app so far, for P2P lending. Neither its fradulent not its fake. I m connected with faircent from past 4 months n i m very much happy with its policies as well as customer care.",4,2018-03-29 13:09:28,8
A Google user,I registered as a lender 3 months ago and so far the experience has been good. Good customer service as they assign a dedicate RM. Have been  receiving my EMIs on time.,4,2018-03-29 07:02:19,3
A Google user,Why did this app requires access to my contacts & location?,2,2018-03-29 06:34:20,1
A Google user,Helpful app thanks faircent,5,2018-03-27 15:37:33,2
A Google user,Faircent is theif I was applying with frequent. As per their need and suggestions given by his one of employ I have submitted application. He said you can loan for sure. First you need to get registered. I have registered and pay 500. At last my application rejected by them. Because of some criteria. Before applying I have full fill their criteria but after submitting rejected and no response from their customer care Ad well.  No follow up guys alert they earn in name of registration.,1,2018-03-27 14:38:47,4
A Google user,Nice app,5,2018-03-27 14:34:11,0
A Google user,worst experience.  Why u are charging Rs500 for registration if u are not giving any credit .,1,2018-03-26 17:46:55,0
A Google user,Good and faster,5,2018-03-26 11:11:24,1
A Google user,"I am a lender and from the point of view of one, the app has been very user-friendly and helpful with all the options that one would need readily available at one's finger tips",5,2018-03-26 10:38:23,2
A Google user,Good,5,2018-03-25 05:00:09,0
A Google user,"Call center number gets answered, but no one is there",1,2018-03-25 04:05:58,3
A Google user,Nice,5,2018-03-24 03:36:12,0
A Google user,Your working and loan providing process is good.,5,2018-03-23 20:10:05,3
A Google user,Very very very wrost aap,1,2018-03-23 09:28:04,0
A Google user,Very worst app but nonsence bloody cheated persons only collect money app one thing dont cheated persons,1,2018-03-22 09:47:29,1
A Google user,It's a good platform for someone to borrow some money,5,2018-03-21 10:53:11,7
A Google user,Some people given 5 star rating on this app thay all are fake pls ye aapka time aur 500 rupya dono Kha jaengen chhor hai ye log jara Bach ke,1,2018-03-21 09:22:16,7
A Google user,Saale 10 minute mein ye kaunsa credit score dekte hai..reject karne ke liye,1,2018-03-21 09:11:02,0
A Google user,Think its a Fraudulent app where they just have taken the registering fees and documents but haven't yet replied on the same yet. My account is showing still under process.,1,2018-03-21 08:18:41,9
A Google user,"Very good service by Faircent if you need emergency money,  great service by there representative Mr. Abhishek Singh. Clean and fast system by Faircent. I received money within 8 days.",5,2018-03-20 13:41:53,6
A Google user,Better for personal loans nd business loan. Good response from team....,5,2018-03-20 06:49:03,5
A Google user,Really good response from the core team..keep going..excellent service..,5,2018-03-20 05:58:47,2
A Google user,Amazing reply from the team kindly keep going on like this kind of fast service .,5,2018-03-19 10:53:11,3
A Google user,Great initiative,5,2018-03-17 13:23:26,3
A Google user,This is fraud app,1,2018-03-15 09:53:42,1
A Google user,Time boring,1,2018-03-14 10:28:58,0
A Google user,flop app ekdum bakwas hain ye app,1,2018-03-14 10:03:50,1
A Google user,It's ok.. not satisfied.. bcoz of only reason not sufficient funding.,3,2018-03-07 12:15:37,0
A Google user,Quick service helpful,4,2018-03-02 01:15:07,0
A Google user,All user's requested by the not install this app please ye aap aapaka 500.Rs Kha Jayega,5,2018-03-01 08:42:37,0
A Google user,Good,5,2018-02-28 10:06:12,0
A Google user,No lagin pas word asking,1,2018-02-27 19:54:15,1
A Google user,Once a borrower always A borrower. He can never be a lender. Faircent poorly designed algo guys. Uninstalling the app as it says I am already registered as borrower and not can't be a lender. Disgusted.....Waste of time,1,2018-02-25 19:16:09,5
A Google user,Very  bad  time+500/-lose,1,2018-02-22 11:48:47,1
A Google user,Good support,5,2018-02-22 08:57:35,1
A Google user,Fake app once you deposit 500 ru pees no feedback then app no anyone loan all of them this app  fraud .,1,2018-02-22 02:36:08,4
A Google user,Realy great site for loans. Thanks to Faircent.,5,2018-02-22 02:13:34,0
A Google user,I love it,5,2018-02-21 20:09:42,2
A Google user,"Best ever app .. Love you Faircent and thanks to Mr. Raghuvir , you provide me all instructions in simple way and really very supportive . quick and easy disbursement Thanks to fairasset team .",5,2018-02-21 16:56:45,0
A Google user,Good,5,2018-02-21 12:34:45,0
A Google user,5* coz it indeed one of best platform for P2P platform. The team is quick and co-operative. Got a good response.  CUstomer care service is good. Thanks a lot Faircent for helping me out when I was in great need. Words are few to express my regards and gratitude. May God bless the team of faircent.,5,2018-02-21 10:14:57,1
A Google user,Good app,5,2018-02-21 10:05:53,1
A Google user,Best P2P Lending platform. Customer care is very helpful. Quick Disbursements. Happy with their services.,5,2018-02-21 09:58:09,16
A Google user,Im using this good respons,5,2018-02-19 19:08:06,0
A Google user,"It is a big loot mafia...cheaters...worest loot mafia financial company,, almways ur time waste money waste",1,2018-02-19 07:18:28,3
A Google user,"What a waste of time. They give you false information regarding the loan. Once you pay the registration fees, there's no one available on the calling faircent so many times regarding the status of my loan, but i did not receive any call. They took 5 cheques from me, which was wasted as the loan was not disbursed. So, if you're not sure whether I'll get the loan or not, then you have no right to take away my cheques and take the registration fee. Basically you're making money by taking this fee and later informing them that the loan is not approved. I almost waited for a month for the loan. And your customer service is the worst service ever. My credit score is not bad, even my salary makes me eligible, then why the hell my loan was not disbursed. I had asked for a loan of 1.5 lakhs, they even reduced the amount to 1 lakh. Basically, your policies are not flexible at all and you harass your customers a lot. I'll never ever contact Faircent regarding anything. Your company should be banned from any sorts of business. You are a bunch of illiterate people who have opened up a company in order to extract money from your customers.",1,2018-02-17 16:13:02,4
A Google user,Namaskar Sir. We think that your send Lon Amount send to Our Surya Bara Sana Kala Kndra in sort time. Thanku Sir .,4,2018-02-15 17:05:19,0
A Google user,Too good people with too good behaviour...thanks and love u faircent😇🙏👍❤❤❤🙏🙏 thanks a lot...,5,2018-02-15 12:47:14,1
A Google user,thanka,5,2018-02-13 08:36:16,0
A Google user,Good application for financial requirement,5,2018-02-12 01:03:35,0
A Google user,"Faircent is the one of best cheating app. Before we pay 500/- they giving good Service and after paying 500/- There is nö Response, anyone is not receiving Phone.  I applied near abaut 15days ago and i paid 500/- and nö one is receving Phone",1,2018-02-05 11:13:00,0
A Google user,Too much bad service i dont upload my document and they said my loan is rejected,1,2018-02-01 12:49:17,12
A Google user,Cheating app don't download at all Till registration call u again n again n once we paid 500 they don't reponce  u at all before registration they will give u gurantee to get the loan but after registration if u trying to call you first they won't respond if u call again again they will give u response n tell that loan not approved,1,2018-02-01 04:04:32,9
A Google user,Beat fraud of the Year... They charged me 600Rs at last rejected my loan with no proper response,1,2018-01-30 02:41:28,0
A Google user,We assure you that this is in no way a reflection of your repayment ability or your track record.  Just making fool by this mail even there is no any payment due in my past all payments are on time.,1,2018-01-30 01:06:19,0
A Google user,Why we pay you frist.if we pay after that our loan rajcted than,1,2018-01-29 18:27:36,0
A Google user,I am a lender on this app and recieved my first installment on time. My only concern is the agreement which Faircent makes before loan disbursement. As it is without any stamp paper how much legal weightage does it have?,4,2018-01-28 06:11:32,3
A Google user,Excellent,5,2018-01-27 09:35:39,1
A Google user,Right time right helping  app,5,2018-01-24 14:46:47,0
A Google user,"World #1 Cheating app, they are created this app to get 500 rupees from every one who is applying for registration they took 500 next day they send me a mail loan rejected Beggars they are begging from every one for 500",1,2018-01-22 18:57:55,15
A Google user,Very nice app,5,2018-01-22 09:05:46,3
A Google user,Totally fraud app,1,2018-01-19 07:33:15,0
A Google user,Very usefull and helped me timely...thanks to faircent.they will help and guiding to us submit all necessary documents. Please don't fall prey to negative comments bellow. There is fake comment.thanks you very much all team...,5,2018-01-17 06:28:36,3
A Google user,They asking money to view credit score after paying money.  The very next day our application will be cancelled,1,2018-01-17 04:48:38,1
A Google user,WORST LOAN APP EVER.. TOOK 500/- AS PROCESSING FEES AND DECLINED MY APPLICATION AFTER WAITING FOR 20 DAYS.  VERY POOR CUSTOMER SERVICE. HELL WITH THD VERIFICATION. MONEY MINDED AREA MANAGRS. DO NOT WASTE YOUR TIME.. Avoid this app,1,2018-01-13 02:10:02,0
A Google user,"Don't use,  they are cheaters",1,2018-01-12 10:07:35,0
A Google user,Very Good Seen Feedbacks,5,2018-01-11 14:11:00,0
A Google user,Excellent and Accurate service.. 😊,5,2017-12-21 12:06:21,2
A Google user,They only want rs 500 and after get the money they will forget you. Completely frad company.,1,2017-12-19 08:57:21,5
A Google user,"This is nice App I did registration and started investment i'm getting good return,its Seems Secure lending. I'm going invest more👌👌👌",5,2017-12-16 08:46:32,5
A Google user,Good,5,2017-12-15 15:55:47,2
A Google user,Never use this app. I lossed ₹20000,1,2017-12-12 11:32:28,1
A Google user,worst app. waste of time. only got my 500,1,2017-12-10 13:16:34,0
A Google user,superb app.i got 15k loan.low interest.i can share screen shot,5,2017-12-03 12:04:59,3
A Google user,Dont installed dis app,1,2017-12-02 15:09:24,0
A Google user,Worst app... Cheaters. Collected 500/- n say  Ur profile don't meet our criteria..,1,2017-12-01 16:52:03,9
A Google user,Great Application for Lenders 👍,5,2017-12-01 02:37:11,0
A Google user,Fake aap,1,2017-11-29 17:09:46,5
A Google user,Bekar,1,2017-11-29 10:10:39,2
A Google user,"Its fake, no responce of emails, they required Rs500 as registration fee. Its a cheeting appp for take 500 from the users",1,2017-11-29 09:46:00,10
A Google user,Wow!as a lender..it is asking me to pay 1k as registration..first show some value and then sell..first lending has to be free..let the lender start earning..then build trust and then charge..after reading the reviews i m mot a fool to pay you guys 1k...,1,2017-11-27 19:11:50,20
A Google user,Not able to verify mobile no,1,2017-11-26 15:38:49,4
A Google user,Fake,1,2017-11-26 09:09:05,1
A Google user,Very nice help,5,2017-11-26 06:18:14,0
A Google user,This app very frud first 500 take after not refund,1,2017-11-22 15:07:34,0
A Google user,"Fake ,only interested your 500 rupees ..",1,2017-11-22 13:27:51,3
A Google user,Failure at login. Says password incorrect/ something went wrong even after resetting credentials.,1,2017-11-18 04:14:27,11
A Google user,Very nice & helpful.,5,2017-11-17 13:23:08,2
A Google user,Yes,5,2017-11-17 12:49:28,0
A Google user,use it so nice app,5,2017-11-16 07:54:08,0
A Google user,Paid 500 Rs for registration and there is no refund after denial. That's pathetic and fraud.,1,2017-11-09 12:26:03,7
A Google user,"Very bad service, alreaty pick documents 1week ago. But not any call him and receive",1,2017-11-07 07:30:44,4
A Google user,"I am very happy with this app, as a lender I am getting all the necessary inputs in the mobile app, customer service us very prompt. Special mention of Mr Nitish, who convinced me into P2P lending, and I am enjoying. Thanks Faircent.",4,2017-11-02 16:19:50,7
A Google user,Lets work together,5,2017-11-02 14:08:16,1
A Google user,Cheating public for 500rs waste company they wont provide any lone its totally fake fake fake,1,2017-11-01 06:28:13,0
A Google user,App needs improvement for reports . Comparatively better P2P platform in the current market,4,2017-10-25 04:30:42,0
A Google user,Best service,5,2017-10-23 15:45:34,0
A Google user,Bhosdiwalo,1,2017-10-20 13:26:56,1
A Google user,They have cheated me. I have paid 500 RS online and no communication after that two months over.,1,2017-10-19 07:01:12,3
A Google user,"Such an idiots are working as an executives for this cheating company, I have applied for a loan. He Dint even allowed me 1 day for documents, after I have submitted documents he says kukatpally is not in Hyderabad. You senseless fellow can't you check a pin code and see, you will take just our documents and will say stupid reasons, shameless fellows",1,2017-10-17 21:19:01,9
A Google user,This is  only fake application not provide any loan,1,2017-10-13 09:47:31,1
A Google user,"Poor service. All the funding shows on app and then after long mailing discussions and telephonic talk, now app shows loan cancelled where my CIBIL score is 807. Unhappy.",1,2017-10-12 04:02:39,2
A Google user,Very useful,5,2017-10-09 11:36:34,0
A Google user,Bogus app.. 500 Rs loss.. All beware.. This is fraud app.. Don't your time,1,2017-10-09 04:22:28,1
A Google user,This fake app. Don't download anybody. Once already paid 500/-for  registration. But again asking for same user ID worst app. Don't download anybody don't waste your time and money,1,2017-10-06 03:45:21,3
A Google user,500 rupees is your source of income. Please consider application eligibility and if you can lend than please charge amount. Don't fool people.,1,2017-10-06 02:13:08,1
A Google user,They fool people by taking the registration fees and later thy reject the loan..my cibil is more thn 800.still thy rejected it after taking various documents..pls guys dnt waste ur precious money,1,2017-10-05 06:21:01,4
A Google user,Please not use this app. Very waste app faircent mind set got  RS 500 only. Please don't waste your money pls.,1,2017-10-04 15:31:27,5
A Google user,I registered with you before 8 days and apply for loan you said I m eligible and not received any response from you What is this ???,1,2017-10-04 11:11:45,3
A Google user,Very interesting. You get informed step by step,5,2017-10-01 06:36:30,0
A Google user,"I am going to uninstall this app... Faircent is interested in only your valuable 500 hundred fee, documents and confidential cibil report.they never try to raise fund from Landers.. In addtional they are pulling your CIBIL report with the help of other NBFC called Fusion finance without informing applicant it's lead to cut your CIBIL score as credit hungry... Why people using P2P with high interest rate and why not credit institution????? Of course they don't have good cibil...  So why faircent pulled applicant cibil  report,  Also Faircen advertised as not required cibil it's based on social score.... It's interested in only applicant documents and cibil report  for data analyst business.. nothing else don't go for faircent.",1,2017-09-22 19:18:31,11
A Google user,I have just wasted my Rs.500 for no good reason  and most importantly my time. Worst app on play store.,1,2017-09-19 04:06:39,1
A Google user,Really no service they only get you data for their database and stats. That they have this much borrowers but they don't tell how many of them get financed and what amount was financed against the requirement. Don't go for faircent. Real waste.,1,2017-09-13 17:12:56,16
A Google user,Good app process slow but awesome app and helpful,5,2017-09-13 14:54:45,0
A Google user,Got loan..... only need to improve in this app that balance emi details need to show,5,2017-09-12 15:37:59,2
A Google user,Better approach a bank.,1,2017-09-10 15:54:38,4
A Google user,After proper communication and verification from the executive on call n email I applied for the loan and got registered.  Since a week the app shows process under verification..  The followup and customer support is not that good..  Maintain transparency and speed.  Very disappointed,2,2017-09-09 01:34:44,0
A Google user,Froud company poor customer support,1,2017-08-30 17:42:42,2
A Google user,Good service but taking some long,5,2017-08-30 06:55:14,0
A Google user,Tried to install on mobile.. didn't work. Then tried on the web. But when I saw 1000 rs for registering as a lender and after reading the poor reviews decided to uninstall,1,2017-08-29 06:46:21,1
A Google user,a big fraudsters ..,1,2017-08-28 11:27:49,2
A Google user,Pathetic way of spamming people.I submitted all my documents and paid the 500 rupees fees however in a minute it was showing that my Loan Application has been cancelled.If it is for Low Civil score then why advertise that if banks are not giving you a loan then  approach faircent.No one has even bothered to respond to my email that I sent yesterday.Poor service.I will report this to Government/ RBI,1,2017-08-25 12:56:52,4
A Google user,bad experience frnds dont give any fee i paid but they told ur applications rejected don't belive this is a fraud app,1,2017-08-25 09:30:51,3
A Google user,Fake application and high interest rate,1,2017-08-24 00:13:31,4
A Google user,I won't recommend this to anyone. All I did here is lost my rs 500 and invaluable time.,1,2017-08-22 19:23:48,1
A Google user,"Paid processing fee, submitted all documents however no reply, when reaching out to them. Rs 500 hundred submitted no one even bothers to call. Scam Scam Scam!",1,2017-08-22 08:21:15,11
A Google user,Its third class apps....i want to suggest all peoples & admin  please use smart coin app...its very best & usefull app...,1,2017-08-17 08:56:34,1
